1	0.2648981958627701
2	0.10437910838259591
3	0.07150698039266798
4	0.052849197346303195
5	0.040556408257948026
6	0.041197628921104804
7	0.028888476598593924
8	0.031165279344552092
9	0.034130543366902404
10	0.03594148997217417
11	0.024946096146272287
12	0.02134081462605132
13	0.021331296923259895
14	0.016398302382893033
15	0.01643384113493893
16	0.014529047223428885
17	0.013110593426972628
18	0.01495673879981041
19	0.019766726738048926
20	0.015181973317845
21	0.012624542384097973
22	0.015434853370404907
23	0.011336372389147678
24	0.015586617764913373
25	0.013559051375422213
26	0.01565319227261676
27	0.015097405502779616
28	0.010212721096144782
29	0.014408547431230545
30	0.013627019917799367
31	0.010979948461883597
32	0.013150853104889393
33	0.012735344521287415
34	0.010174524711651934
35	0.009437678743981652
36	0.01421569662892984
37	0.009599370209293233
38	0.01035230327397585
39	0.012079041347735457
40	0.01380601548589766
41	0.013452423374272056
42	0.016695332092543442
43	0.015373731032013893
44	0.00998556763968534
45	0.011677507362845872
46	0.01322462989224328
47	0.00963823078200221
48	0.011467938777059317
49	0.013648364330745406
50	0.009396291544867886
